Indicator,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Percent of Population,Region
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,1,2,2020-05-07,2020-05-12,35.0,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,1,2,2020-05-07,2020-05-12,39.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,1,2,2020-05-07,2020-05-12,39.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,1,2,2020-05-07,2020-05-12,36.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,1,2,2020-05-07,2020-05-12,28.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,1,2,2020-05-07,2020-05-12,28.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,1,2,2020-05-07,2020-05-12,32.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,1,2,2020-05-07,2020-05-12,31.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,1,2,2020-05-07,2020-05-12,29.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,1,2,2020-05-07,2020-05-12,32.0,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,1,2,2020-05-07,2020-05-12,33.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,1,2,2020-05-07,2020-05-12,33.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,1,2,2020-05-07,2020-05-12,29.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,1,2,2020-05-07,2020-05-12,34.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,1,2,2020-05-07,2020-05-12,35.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,1,2,2020-05-07,2020-05-12,30.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,1,2,2020-05-07,2020-05-12,35.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,1,2,2020-05-07,2020-05-12,30.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,1,2,2020-05-07,2020-05-12,35.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,1,2,2020-05-07,2020-05-12,39.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,1,2,2020-05-07,2020-05-12,29.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,1,2,2020-05-07,2020-05-12,27.9,West
Symptoms of Depressive Disorder,Alabama,1,3,2020-05-14,2020-05-19,19.6,South
Symptoms of Depressive Disorder,Alaska,1,3,2020-05-14,2020-05-19,23.6,West
Symptoms of Depressive Disorder,Arizona,1,3,2020-05-14,2020-05-19,20.0,West
Symptoms of Depressive Disorder,Arkansas,1,3,2020-05-14,2020-05-19,28.9,South
Symptoms of Depressive Disorder,California,1,3,2020-05-14,2020-05-19,28.7,West
Symptoms of Depressive Disorder,Colorado,1,3,2020-05-14,2020-05-19,23.7,West
Symptoms of Depressive Disorder,Connecticut,1,3,2020-05-14,2020-05-19,20.2,Northeast
Symptoms of Depressive Disorder,Delaware,1,3,2020-05-14,2020-05-19,21.8,South
Symptoms of Depressive Disorder,District of Columbia,1,3,2020-05-14,2020-05-19,25.9,South
Symptoms of Depressive Disorder,Florida,1,3,2020-05-14,2020-05-19,24.3,South
Symptoms of Depressive Disorder,Georgia,1,3,2020-05-14,2020-05-19,24.8,South
Symptoms of Depressive Disorder,Hawaii,1,3,2020-05-14,2020-05-19,21.3,West
Symptoms of Depressive Disorder,Idaho,1,3,2020-05-14,2020-05-19,18.1,West
Symptoms of Depressive Disorder,Illinois,1,3,2020-05-14,2020-05-19,24.3,Midwest
Symptoms of Depressive Disorder,Indiana,1,3,2020-05-14,2020-05-19,24.5,Midwest
Symptoms of Depressive Disorder,Iowa,1,3,2020-05-14,2020-05-19,18.6,Midwest
Symptoms of Depressive Disorder,Kansas,1,3,2020-05-14,2020-05-19,21.2,Midwest
Symptoms of Depressive Disorder,Kentucky,1,3,2020-05-14,2020-05-19,22.8,South
Symptoms of Depressive Disorder,Louisiana,1,3,2020-05-14,2020-05-19,26.5,South
Symptoms of Depressive Disorder,Maine,1,3,2020-05-14,2020-05-19,25.6,Northeast
Symptoms of Depressive Disorder,Maryland,1,3,2020-05-14,2020-05-19,20.8,South
Symptoms of Depressive Disorder,Massachusetts,1,3,2020-05-14,2020-05-19,22.8,Northeast
Symptoms of Depressive Disorder,Michigan,1,3,2020-05-14,2020-05-19,27.9,Midwest
Symptoms of Depressive Disorder,Minnesota,1,3,2020-05-14,2020-05-19,20.0,Midwest
Symptoms of Depressive Disorder,Mississippi,1,3,2020-05-14,2020-05-19,36.4,South
Symptoms of Depressive Disorder,Missouri,1,3,2020-05-14,2020-05-19,24.3,Midwest
Symptoms of Depressive Disorder,Montana,1,3,2020-05-14,2020-05-19,21.1,West
Symptoms of Depressive Disorder,Nebraska,1,3,2020-05-14,2020-05-19,20.4,Midwest
Symptoms of Depressive Disorder,Nevada,1,3,2020-05-14,2020-05-19,26.9,West
Symptoms of Depressive Disorder,New Hampshire,1,3,2020-05-14,2020-05-19,20.3,Northeast
Symptoms of Depressive Disorder,New Jersey,1,3,2020-05-14,2020-05-19,26.9,Northeast
Symptoms of Depressive Disorder,New Mexico,1,3,2020-05-14,2020-05-19,28.4,West
Symptoms of Depressive Disorder,New York,1,3,2020-05-14,2020-05-19,23.8,Northeast
Symptoms of Depressive Disorder,North Carolina,1,3,2020-05-14,2020-05-19,22.6,South
Symptoms of Depressive Disorder,North Dakota,1,3,2020-05-14,2020-05-19,22.5,Midwest
Symptoms of Depressive Disorder,Ohio,1,3,2020-05-14,2020-05-19,27.0,Midwest
Symptoms of Depressive Disorder,Oklahoma,1,3,2020-05-14,2020-05-19,25.7,South
Symptoms of Depressive Disorder,Oregon,1,3,2020-05-14,2020-05-19,22.7,West
Symptoms of Depressive Disorder,Pennsylvania,1,3,2020-05-14,2020-05-19,19.8,Northeast
Symptoms of Depressive Disorder,Rhode Island,1,3,2020-05-14,2020-05-19,18.8,Northeast
Symptoms of Depressive Disorder,South Carolina,1,3,2020-05-14,2020-05-19,25.3,South
Symptoms of Depressive Disorder,South Dakota,1,3,2020-05-14,2020-05-19,22.7,Midwest
Symptoms of Depressive Disorder,Tennessee,1,3,2020-05-14,2020-05-19,25.6,South
Symptoms of Depressive Disorder,Texas,1,3,2020-05-14,2020-05-19,24.9,South
Symptoms of Depressive Disorder,Utah,1,3,2020-05-14,2020-05-19,21.2,West
Symptoms of Depressive Disorder,Vermont,1,3,2020-05-14,2020-05-19,19.0,Northeast
Symptoms of Depressive Disorder,Virginia,1,3,2020-05-14,2020-05-19,25.4,South
Symptoms of Depressive Disorder,Washington,1,3,2020-05-14,2020-05-19,23.2,West
Symptoms of Depressive Disorder,West Virginia,1,3,2020-05-14,2020-05-19,27.0,South
Symptoms of Depressive Disorder,Wisconsin,1,3,2020-05-14,2020-05-19,20.3,Midwest
Symptoms of Depressive Disorder,Wyoming,1,3,2020-05-14,2020-05-19,20.7,West
Symptoms of Anxiety Disorder,Alabama,1,3,2020-05-14,2020-05-19,20.7,South
Symptoms of Anxiety Disorder,Alaska,1,3,2020-05-14,2020-05-19,26.2,West
Symptoms of Anxiety Disorder,Arizona,1,3,2020-05-14,2020-05-19,29.0,West
Symptoms of Anxiety Disorder,Arkansas,1,3,2020-05-14,2020-05-19,28.7,South
Symptoms of Anxiety Disorder,California,1,3,2020-05-14,2020-05-19,32.3,West
Symptoms of Anxiety Disorder,Colorado,1,3,2020-05-14,2020-05-19,27.6,West
Symptoms of Anxiety Disorder,Connecticut,1,3,2020-05-14,2020-05-19,28.7,Northeast
Symptoms of Anxiety Disorder,Delaware,1,3,2020-05-14,2020-05-19,26.6,South
Symptoms of Anxiety Disorder,District of Columbia,1,3,2020-05-14,2020-05-19,33.3,South
Symptoms of Anxiety Disorder,Florida,1,3,2020-05-14,2020-05-19,28.2,South
Symptoms of Anxiety Disorder,Georgia,1,3,2020-05-14,2020-05-19,27.6,South
Symptoms of Anxiety Disorder,Hawaii,1,3,2020-05-14,2020-05-19,24.1,West
Symptoms of Anxiety Disorder,Idaho,1,3,2020-05-14,2020-05-19,24.0,West
Symptoms of Anxiety Disorder,Illinois,1,3,2020-05-14,2020-05-19,28.5,Midwest
Symptoms of Anxiety Disorder,Indiana,1,3,2020-05-14,2020-05-19,32.6,Midwest
Symptoms of Anxiety Disorder,Iowa,1,3,2020-05-14,2020-05-19,19.0,Midwest
Symptoms of Anxiety Disorder,Kansas,1,3,2020-05-14,2020-05-19,26.7,Midwest
Symptoms of Anxiety Disorder,Kentucky,1,3,2020-05-14,2020-05-19,27.7,South
Symptoms of Anxiety Disorder,Louisiana,1,3,2020-05-14,2020-05-19,27.9,South
Symptoms of Anxiety Disorder,Maine,1,3,2020-05-14,2020-05-19,30.6,Northeast
Symptoms of Anxiety Disorder,Maryland,1,3,2020-05-14,2020-05-19,28.3,South
Symptoms of Anxiety Disorder,Massachusetts,1,3,2020-05-14,2020-05-19,27.4,Northeast
Symptoms of Anxiety Disorder,Michigan,1,3,2020-05-14,2020-05-19,28.5,Midwest
Symptoms of Anxiety Disorder,Minnesota,1,3,2020-05-14,2020-05-19,27.1,Midwest
Symptoms of Anxiety Disorder,Mississippi,1,3,2020-05-14,2020-05-19,36.1,South
Symptoms of Anxiety Disorder,Missouri,1,3,2020-05-14,2020-05-19,30.4,Midwest
Symptoms of Anxiety Disorder,Montana,1,3,2020-05-14,2020-05-19,25.7,West
Symptoms of Anxiety Disorder,Nebraska,1,3,2020-05-14,2020-05-19,23.3,Midwest
Symptoms of Anxiety Disorder,Nevada,1,3,2020-05-14,2020-05-19,29.0,West
Symptoms of Anxiety Disorder,New Hampshire,1,3,2020-05-14,2020-05-19,25.2,Northeast
Symptoms of Anxiety Disorder,New Jersey,1,3,2020-05-14,2020-05-19,34.4,Northeast
Symptoms of Anxiety Disorder,New Mexico,1,3,2020-05-14,2020-05-19,29.6,West
Symptoms of Anxiety Disorder,New York,1,3,2020-05-14,2020-05-19,26.8,Northeast
Symptoms of Anxiety Disorder,North Carolina,1,3,2020-05-14,2020-05-19,28.4,South
Symptoms of Anxiety Disorder,North Dakota,1,3,2020-05-14,2020-05-19,26.2,Midwest
Symptoms of Anxiety Disorder,Ohio,1,3,2020-05-14,2020-05-19,26.2,Midwest
Symptoms of Anxiety Disorder,Oklahoma,1,3,2020-05-14,2020-05-19,25.2,South
Symptoms of Anxiety Disorder,Oregon,1,3,2020-05-14,2020-05-19,24.2,West
Symptoms of Anxiety Disorder,Pennsylvania,1,3,2020-05-14,2020-05-19,25.8,Northeast
Symptoms of Anxiety Disorder,Rhode Island,1,3,2020-05-14,2020-05-19,23.9,Northeast
Symptoms of Anxiety Disorder,South Carolina,1,3,2020-05-14,2020-05-19,28.5,South
Symptoms of Anxiety Disorder,South Dakota,1,3,2020-05-14,2020-05-19,22.3,Midwest
Symptoms of Anxiety Disorder,Tennessee,1,3,2020-05-14,2020-05-19,24.8,South
Symptoms of Anxiety Disorder,Texas,1,3,2020-05-14,2020-05-19,28.8,South
Symptoms of Anxiety Disorder,Utah,1,3,2020-05-14,2020-05-19,26.1,West
Symptoms of Anxiety Disorder,Vermont,1,3,2020-05-14,2020-05-19,25.8,Northeast
Symptoms of Anxiety Disorder,Virginia,1,3,2020-05-14,2020-05-19,26.8,South
Symptoms of Anxiety Disorder,Washington,1,3,2020-05-14,2020-05-19,28.9,West
Symptoms of Anxiety Disorder,West Virginia,1,3,2020-05-14,2020-05-19,29.3,South
Symptoms of Anxiety Disorder,Wisconsin,1,3,2020-05-14,2020-05-19,23.4,Midwest
Symptoms of Anxiety Disorder,Wyoming,1,3,2020-05-14,2020-05-19,24.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,1,3,2020-05-14,2020-05-19,25.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,1,3,2020-05-14,2020-05-19,32.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,1,3,2020-05-14,2020-05-19,32.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,1,3,2020-05-14,2020-05-19,35.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,1,3,2020-05-14,2020-05-19,38.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,1,3,2020-05-14,2020-05-19,33.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,1,3,2020-05-14,2020-05-19,33.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,1,3,2020-05-14,2020-05-19,31.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,1,3,2020-05-14,2020-05-19,37.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,1,3,2020-05-14,2020-05-19,33.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,1,3,2020-05-14,2020-05-19,33.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,1,3,2020-05-14,2020-05-19,29.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,1,3,2020-05-14,2020-05-19,27.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,1,3,2020-05-14,2020-05-19,35.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,1,3,2020-05-14,2020-05-19,37.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,1,3,2020-05-14,2020-05-19,23.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,1,3,2020-05-14,2020-05-19,31.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,1,3,2020-05-14,2020-05-19,35.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,1,3,2020-05-14,2020-05-19,34.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,1,3,2020-05-14,2020-05-19,34.2,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,1,3,2020-05-14,2020-05-19,32.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,1,3,2020-05-14,2020-05-19,32.0,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,1,3,2020-05-14,2020-05-19,35.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,1,3,2020-05-14,2020-05-19,29.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,1,3,2020-05-14,2020-05-19,44.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,1,3,2020-05-14,2020-05-19,35.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,1,3,2020-05-14,2020-05-19,29.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,1,3,2020-05-14,2020-05-19,26.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,1,3,2020-05-14,2020-05-19,36.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,1,3,2020-05-14,2020-05-19,28.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,1,3,2020-05-14,2020-05-19,39.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,1,3,2020-05-14,2020-05-19,37.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,1,3,2020-05-14,2020-05-19,34.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,1,3,2020-05-14,2020-05-19,32.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,1,3,2020-05-14,2020-05-19,31.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,1,3,2020-05-14,2020-05-19,33.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,1,3,2020-05-14,2020-05-19,29.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,1,3,2020-05-14,2020-05-19,31.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,1,3,2020-05-14,2020-05-19,30.0,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,1,3,2020-05-14,2020-05-19,26.2,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,1,3,2020-05-14,2020-05-19,31.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,1,3,2020-05-14,2020-05-19,27.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,1,3,2020-05-14,2020-05-19,32.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,1,3,2020-05-14,2020-05-19,34.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,1,3,2020-05-14,2020-05-19,30.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,1,3,2020-05-14,2020-05-19,29.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,1,3,2020-05-14,2020-05-19,32.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,1,3,2020-05-14,2020-05-19,33.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,1,3,2020-05-14,2020-05-19,34.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,1,3,2020-05-14,2020-05-19,28.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,1,3,2020-05-14,2020-05-19,28.0,West
Symptoms of Depressive Disorder,Alabama,1,4,2020-05-21,2020-05-26,20.9,South
Symptoms of Depressive Disorder,Alaska,1,4,2020-05-21,2020-05-26,26.8,West
Symptoms of Depressive Disorder,Arizona,1,4,2020-05-21,2020-05-26,25.1,West
Symptoms of Depressive Disorder,Arkansas,1,4,2020-05-21,2020-05-26,23.8,South
Symptoms of Depressive Disorder,California,1,4,2020-05-21,2020-05-26,26.9,West
Symptoms of Depressive Disorder,Colorado,1,4,2020-05-21,2020-05-26,25.5,West
Symptoms of Depressive Disorder,Connecticut,1,4,2020-05-21,2020-05-26,21.0,Northeast
Symptoms of Depressive Disorder,Delaware,1,4,2020-05-21,2020-05-26,22.7,South
Symptoms of Depressive Disorder,District of Columbia,1,4,2020-05-21,2020-05-26,20.9,South
Symptoms of Depressive Disorder,Florida,1,4,2020-05-21,2020-05-26,28.6,South
Symptoms of Depressive Disorder,Georgia,1,4,2020-05-21,2020-05-26,27.7,South
Symptoms of Depressive Disorder,Hawaii,1,4,2020-05-21,2020-05-26,18.5,West
Symptoms of Depressive Disorder,Idaho,1,4,2020-05-21,2020-05-26,18.9,West
Symptoms of Depressive Disorder,Illinois,1,4,2020-05-21,2020-05-26,24.2,Midwest
Symptoms of Depressive Disorder,Indiana,1,4,2020-05-21,2020-05-26,24.8,Midwest
Symptoms of Depressive Disorder,Iowa,1,4,2020-05-21,2020-05-26,17.6,Midwest
Symptoms of Depressive Disorder,Kansas,1,4,2020-05-21,2020-05-26,25.2,Midwest
Symptoms of Depressive Disorder,Kentucky,1,4,2020-05-21,2020-05-26,23.2,South
Symptoms of Depressive Disorder,Louisiana,1,4,2020-05-21,2020-05-26,31.1,South
Symptoms of Depressive Disorder,Maine,1,4,2020-05-21,2020-05-26,18.5,Northeast
Symptoms of Depressive Disorder,Maryland,1,4,2020-05-21,2020-05-26,22.9,South
Symptoms of Depressive Disorder,Massachusetts,1,4,2020-05-21,2020-05-26,20.3,Northeast
Symptoms of Depressive Disorder,Michigan,1,4,2020-05-21,2020-05-26,25.1,Midwest
Symptoms of Depressive Disorder,Minnesota,1,4,2020-05-21,2020-05-26,17.7,Midwest
Symptoms of Depressive Disorder,Mississippi,1,4,2020-05-21,2020-05-26,27.7,South
Symptoms of Depressive Disorder,Missouri,1,4,2020-05-21,2020-05-26,24.3,Midwest
Symptoms of Depressive Disorder,Montana,1,4,2020-05-21,2020-05-26,22.2,West
Symptoms of Depressive Disorder,Nebraska,1,4,2020-05-21,2020-05-26,17.2,Midwest
Symptoms of Depressive Disorder,Nevada,1,4,2020-05-21,2020-05-26,27.1,West
Symptoms of Depressive Disorder,New Hampshire,1,4,2020-05-21,2020-05-26,22.2,Northeast
Symptoms of Depressive Disorder,New Jersey,1,4,2020-05-21,2020-05-26,22.9,Northeast
Symptoms of Depressive Disorder,New Mexico,1,4,2020-05-21,2020-05-26,28.7,West
Symptoms of Depressive Disorder,New York,1,4,2020-05-21,2020-05-26,23.7,Northeast
Symptoms of Depressive Disorder,North Carolina,1,4,2020-05-21,2020-05-26,22.1,South
Symptoms of Depressive Disorder,North Dakota,1,4,2020-05-21,2020-05-26,19.8,Midwest
Symptoms of Depressive Disorder,Ohio,1,4,2020-05-21,2020-05-26,27.4,Midwest
Symptoms of Depressive Disorder,Oklahoma,1,4,2020-05-21,2020-05-26,27.5,South
Symptoms of Depressive Disorder,Oregon,1,4,2020-05-21,2020-05-26,24.2,West
Symptoms of Depressive Disorder,Pennsylvania,1,4,2020-05-21,2020-05-26,25.9,Northeast
Symptoms of Depressive Disorder,Rhode Island,1,4,2020-05-21,2020-05-26,21.4,Northeast
Symptoms of Depressive Disorder,South Carolina,1,4,2020-05-21,2020-05-26,21.7,South
Symptoms of Depressive Disorder,South Dakota,1,4,2020-05-21,2020-05-26,25.8,Midwest
Symptoms of Depressive Disorder,Tennessee,1,4,2020-05-21,2020-05-26,22.5,South
Symptoms of Depressive Disorder,Texas,1,4,2020-05-21,2020-05-26,28.8,South
Symptoms of Depressive Disorder,Utah,1,4,2020-05-21,2020-05-26,24.9,West
Symptoms of Depressive Disorder,Vermont,1,4,2020-05-21,2020-05-26,19.4,Northeast
Symptoms of Depressive Disorder,Virginia,1,4,2020-05-21,2020-05-26,22.3,South
Symptoms of Depressive Disorder,Washington,1,4,2020-05-21,2020-05-26,22.2,West
Symptoms of Depressive Disorder,West Virginia,1,4,2020-05-21,2020-05-26,22.0,South
Symptoms of Depressive Disorder,Wisconsin,1,4,2020-05-21,2020-05-26,20.8,Midwest
Symptoms of Depressive Disorder,Wyoming,1,4,2020-05-21,2020-05-26,18.8,West
Symptoms of Anxiety Disorder,Alabama,1,4,2020-05-21,2020-05-26,25.2,South
Symptoms of Anxiety Disorder,Alaska,1,4,2020-05-21,2020-05-26,31.6,West
Symptoms of Anxiety Disorder,Arizona,1,4,2020-05-21,2020-05-26,29.3,West
Symptoms of Anxiety Disorder,Arkansas,1,4,2020-05-21,2020-05-26,28.6,South
Symptoms of Anxiety Disorder,California,1,4,2020-05-21,2020-05-26,30.4,West
Symptoms of Anxiety Disorder,Colorado,1,4,2020-05-21,2020-05-26,28.8,West
Symptoms of Anxiety Disorder,Connecticut,1,4,2020-05-21,2020-05-26,24.7,Northeast
Symptoms of Anxiety Disorder,Delaware,1,4,2020-05-21,2020-05-26,24.2,South
Symptoms of Anxiety Disorder,District of Columbia,1,4,2020-05-21,2020-05-26,29.9,South
Symptoms of Anxiety Disorder,Florida,1,4,2020-05-21,2020-05-26,34.1,South
Symptoms of Anxiety Disorder,Georgia,1,4,2020-05-21,2020-05-26,32.6,South
Symptoms of Anxiety Disorder,Hawaii,1,4,2020-05-21,2020-05-26,19.6,West
Symptoms of Anxiety Disorder,Idaho,1,4,2020-05-21,2020-05-26,22.1,West
Symptoms of Anxiety Disorder,Illinois,1,4,2020-05-21,2020-05-26,30.3,Midwest
Symptoms of Anxiety Disorder,Indiana,1,4,2020-05-21,2020-05-26,30.5,Midwest
Symptoms of Anxiety Disorder,Iowa,1,4,2020-05-21,2020-05-26,20.6,Midwest
Symptoms of Anxiety Disorder,Kansas,1,4,2020-05-21,2020-05-26,30.1,Midwest
Symptoms of Anxiety Disorder,Kentucky,1,4,2020-05-21,2020-05-26,30.8,South
Symptoms of Anxiety Disorder,Louisiana,1,4,2020-05-21,2020-05-26,36.0,South
Symptoms of Anxiety Disorder,Maine,1,4,2020-05-21,2020-05-26,24.5,Northeast
Symptoms of Anxiety Disorder,Maryland,1,4,2020-05-21,2020-05-26,25.8,South
Symptoms of Anxiety Disorder,Massachusetts,1,4,2020-05-21,2020-05-26,25.5,Northeast
Symptoms of Anxiety Disorder,Michigan,1,4,2020-05-21,2020-05-26,27.5,Midwest
